Year,Iowa Code Chapter,State,Company Name,Line of Insurance,Premiums Written,Losses Paid,Taxes Paid,NAIC Number,Iowa Company Code
2016,515.48,TX,American Summit Insurance Company,Credit Accident and Health (Group and Individual),0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Collectively Renewable Accident and Health (b),0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Non-Cancelable Accident and Health (b),0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Guaranteed Renewable Accident and Health (b),0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Non-Renewable for Stated Reasons only (b),0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Other Accident only,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Medicare Title XVIII,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,All other Accident and Health (b),0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Federal Employees Health Benefits Program Premium (b),0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Workers Compensation,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Other Liability - Occcurence,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Other Liability - Claims Made,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Excess Workers Compensation,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Products Liability,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Private Passenger Auto No Fault (pip),0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Other Private Passenger Auto Liability,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Commercial Auto No Fault (pip),0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Other Commerical Auto Liability,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Private Passenger Physical Damage,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Commercial Auto Physical Damage,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Aircraft,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Fidelity,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Surety,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Burglary and Theft,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Boiler and Machinery,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Credit,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Warranty,0,0,0,19623,2792
2016,515.48,TX,American Summit Insurance Company,Aggregate Write-In,0,0,0,19623,2792
2016,515.48,IN,American Surety Company,Fire,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Allied Lines,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Multiple Peril Crop,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Federal Flood,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Private Crop,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Private Flood,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Farmowners Multiple Peril,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Homeowners Multiple Peril,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Commerical Multiple Peril (Non-liability portion),0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Commerical Multiple Peril (Liability portion),0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Mortgage Guaranty,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Ocean Marine,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Inland Marine,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Financial Guaranty,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Medical Professional Liability,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Earthquake,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Group Accident and Health (b),0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Credit Accident and Health (Group and Individual),0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Collectively Renewable Accident and Health (b),0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Non-Cancelable Accident and Health (b),0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Guaranteed Renewable Accident and Health (b),0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Non-Renewable for Stated Reasons only (b),0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Other Accident only,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Medicare Title XVIII,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,All other Accident and Health (b),0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Federal Employees Health Benefits Program Premium (b),0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Workers Compensation,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Other Liability - Occcurence,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Other Liability - Claims Made,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Excess Workers Compensation,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Products Liability,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Private Passenger Auto No Fault (pip),0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Other Private Passenger Auto Liability,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Commercial Auto No Fault (pip),0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Other Commerical Auto Liability,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Private Passenger Physical Damage,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Commercial Auto Physical Damage,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Aircraft,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Fidelity,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Surety,30005,8200,4265,31380,2837
2016,515.48,IN,American Surety Company,Burglary and Theft,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Boiler and Machinery,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Credit,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Warranty,0,0,0,31380,2837
2016,515.48,IN,American Surety Company,Aggregate Write-In,0,0,0,31380,2837
2016,515.48,IL,American Zurich Insurance Company,Fire,2514,0,25,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Allied Lines,8293,0,81,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Multiple Peril Crop,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Federal Flood,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Private Crop,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Private Flood,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Farmowners Multiple Peril,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Homeowners Multiple Peril,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Commerical Multiple Peril (Non-liability portion),114428,115602,1153,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Commerical Multiple Peril (Liability portion),50647,21230,489,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Mortgage Guaranty,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Ocean Marine,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Inland Marine,1847020,1027899,19279,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Financial Guaranty,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Medical Professional Liability,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Earthquake,338,0,3,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Group Accident and Health (b),0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Credit Accident and Health (Group and Individual),0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Collectively Renewable Accident and Health (b),0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Non-Cancelable Accident and Health (b),0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Guaranteed Renewable Accident and Health (b),0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Non-Renewable for Stated Reasons only (b),0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Other Accident only,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Medicare Title XVIII,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,All other Accident and Health (b),0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Federal Employees Health Benefits Program Premium (b),0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Workers Compensation,9779750,3244183,171887,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Other Liability - Occcurence,159164,74281,1734,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Other Liability - Claims Made,0,0,-2,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Excess Workers Compensation,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Products Liability,32873,0,338,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Private Passenger Auto No Fault (pip),0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Other Private Passenger Auto Liability,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Commercial Auto No Fault (pip),0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Other Commerical Auto Liability,413716,324177,4007,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Private Passenger Physical Damage,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Commercial Auto Physical Damage,165347,21676,1670,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Aircraft,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Fidelity,1519,0,15,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Surety,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Burglary and Theft,471,0,5,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Boiler and Machinery,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Credit,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Warranty,0,0,0,40142,2134
2016,515.48,IL,American Zurich Insurance Company,Aggregate Write-In,0,0,0,40142,2134
2016,515.48,WI,Ameriprise Insurance Company,Fire,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Allied Lines,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Multiple Peril Crop,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Federal Flood,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Private Crop,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Private Flood,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Farmowners Multiple Peril,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Homeowners Multiple Peril,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Commerical Multiple Peril (Non-liability portion),0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Commerical Multiple Peril (Liability portion),0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Mortgage Guaranty,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Ocean Marine,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Inland Marine,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Financial Guaranty,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Medical Professional Liability,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Earthquake,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Group Accident and Health (b),0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Credit Accident and Health (Group and Individual),0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Collectively Renewable Accident and Health (b),0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Non-Cancelable Accident and Health (b),0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Guaranteed Renewable Accident and Health (b),0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Non-Renewable for Stated Reasons only (b),0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Other Accident only,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Medicare Title XVIII,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,All other Accident and Health (b),0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Federal Employees Health Benefits Program Premium (b),0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Workers Compensation,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Other Liability - Occcurence,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Other Liability - Claims Made,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Excess Workers Compensation,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Products Liability,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Private Passenger Auto No Fault (pip),0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Other Private Passenger Auto Liability,0,0,200,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Commercial Auto No Fault (pip),0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Other Commerical Auto Liability,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Private Passenger Physical Damage,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Commercial Auto Physical Damage,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Aircraft,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Fidelity,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Surety,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Burglary and Theft,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Boiler and Machinery,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Credit,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Warranty,0,0,0,12504,3009
2016,515.48,WI,Ameriprise Insurance Company,Aggregate Write-In,0,0,0,12504,3009
2016,515.48,MI,Amerisure Insurance Company,Fire,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Allied Lines,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Multiple Peril Crop,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Federal Flood,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Private Crop,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Private Flood,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Farmowners Multiple Peril,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Homeowners Multiple Peril,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Commerical Multiple Peril (Non-liability portion),213917,8452,2783,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Commerical Multiple Peril (Liability portion),239380,30416,3115,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Mortgage Guaranty,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Ocean Marine,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Inland Marine,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Financial Guaranty,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Medical Professional Liability,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Earthquake,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Group Accident and Health (b),0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Credit Accident and Health (Group and Individual),0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Collectively Renewable Accident and Health (b),0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Non-Cancelable Accident and Health (b),0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Guaranteed Renewable Accident and Health (b),0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Non-Renewable for Stated Reasons only (b),0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Other Accident only,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Medicare Title XVIII,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,All other Accident and Health (b),0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Federal Employees Health Benefits Program Premium (b),0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Workers Compensation,1385655,1248009,37121,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Other Liability - Occcurence,20504,1032848,267,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Other Liability - Claims Made,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Excess Workers Compensation,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Products Liability,10723,6635,140,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Private Passenger Auto No Fault (pip),0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Other Private Passenger Auto Liability,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Commercial Auto No Fault (pip),0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Other Commerical Auto Liability,215411,61330,2803,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Private Passenger Physical Damage,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Commercial Auto Physical Damage,92090,73164,1198,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Aircraft,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Fidelity,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Surety,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Burglary and Theft,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Boiler and Machinery,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Credit,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Warranty,0,0,0,19488,3086
2016,515.48,MI,Amerisure Insurance Company,Aggregate Write-In,0,0,0,19488,3086
2016,515.48,MI,Amerisure Mutual Insurance Company,Fire,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Allied Lines,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Multiple Peril Crop,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Federal Flood,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Private Crop,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Private Flood,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Farmowners Multiple Peril,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Homeowners Multiple Peril,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Commerical Multiple Peril (Non-liability portion),75091,0,1028,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Commerical Multiple Peril (Liability portion),78744,0,1078,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Mortgage Guaranty,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Ocean Marine,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Inland Marine,194,0,3,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Financial Guaranty,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Medical Professional Liability,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Earthquake,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Group Accident and Health (b),0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Credit Accident and Health (Group and Individual),0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Collectively Renewable Accident and Health (b),0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Non-Cancelable Accident and Health (b),0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Guaranteed Renewable Accident and Health (b),0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Non-Renewable for Stated Reasons only (b),0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Other Accident only,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Medicare Title XVIII,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,All other Accident and Health (b),0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Federal Employees Health Benefits Program Premium (b),0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Workers Compensation,540637,507142,18558,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Other Liability - Occcurence,340904,3400000,4666,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Other Liability - Claims Made,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Excess Workers Compensation,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Products Liability,2459,0,34,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Private Passenger Auto No Fault (pip),0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Other Private Passenger Auto Liability,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Commercial Auto No Fault (pip),0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Other Commerical Auto Liability,117054,19468,1602,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Private Passenger Physical Damage,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Commercial Auto Physical Damage,61222,4901,838,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Aircraft,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Fidelity,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Surety,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Burglary and Theft,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Boiler and Machinery,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Credit,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Warranty,0,0,0,23396,728
2016,515.48,MI,Amerisure Mutual Insurance Company,Aggregate Write-In,0,0,0,23396,728
2016,515.48,MI,Amerisure Partners Insurance Company,Fire,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Allied Lines,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Multiple Peril Crop,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Federal Flood,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Private Crop,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Private Flood,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Farmowners Multiple Peril,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Homeowners Multiple Peril,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Commerical Multiple Peril (Non-liability portion),138420,24344,1766,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Commerical Multiple Peril (Liability portion),183222,7057,2338,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Mortgage Guaranty,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Ocean Marine,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Inland Marine,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Financial Guaranty,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Medical Professional Liability,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Earthquake,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Group Accident and Health (b),0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Credit Accident and Health (Group and Individual),0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Collectively Renewable Accident and Health (b),0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Non-Cancelable Accident and Health (b),0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Guaranteed Renewable Accident and Health (b),0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Non-Renewable for Stated Reasons only (b),0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Other Accident only,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Medicare Title XVIII,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,All other Accident and Health (b),0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Federal Employees Health Benefits Program Premium (b),0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Workers Compensation,3412725,766475,59022,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Other Liability - Occcurence,96880,2000,1236,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Other Liability - Claims Made,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Excess Workers Compensation,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Products Liability,47432,0,605,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Private Passenger Auto No Fault (pip),0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Other Private Passenger Auto Liability,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Commercial Auto No Fault (pip),0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Other Commerical Auto Liability,157010,1505,2003,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Private Passenger Physical Damage,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Commercial Auto Physical Damage,54860,55151,700,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Aircraft,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Fidelity,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Surety,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Burglary and Theft,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Boiler and Machinery,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Credit,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Warranty,0,0,0,11050,3118
2016,515.48,MI,Amerisure Partners Insurance Company,Aggregate Write-In,0,0,0,11050,3118
2016,515.48,IL,AMEX Assurance Company,Fire,0,0,0,27928,2010
2016,515.48,IL,AMEX Assurance Company,Allied Lines,0,0,0,27928,2010
2016,515.48,IL,AMEX Assurance Company,Multiple Peril Crop,0,0,0,27928,2010
2016,515.48,IL,AMEX Assurance Company,Federal Flood,0,0,0,27928,2010
2016,515.48,IL,AMEX Assurance Company,Private Crop,0,0,0,27928,2010
2016,515.48,IL,AMEX Assurance Company,Private Flood,0,0,0,27928,2010
2016,515.48,IL,AMEX Assurance Company,Farmowners Multiple Peril,0,0,0,27928,2010
2016,515.48,IL,AMEX Assurance Company,Homeowners Multiple Peril,0,0,0,27928,2010
